label,socre,x1,y1,x2,y2
2,0.998694,384.89325,335.11514,479.79385,436.13797
2,0.9971921,514.1571,158.01945,615.74896,266.08786
2,0.99674004,285.97385,84.28402,390.83618,196.85143
2,0.9952878,434.62637,597.69946,529.4872,705.4089
2,0.99373794,170.96475,264.61194,265.46887,358.73947
2,0.99222165,251.94466,455.62903,337.44235,551.1688
2,0.98974586,654.19946,498.2321,748.9277,613.49066
2,0.96904266,667.9121,39.062614,760.56915,123.69009
2,0.95826954,7.1596065,510.1716,84.222664,618.3406
2,0.84101737,725.2658,273.2458,857.6011,385.22418
