label,socre,x1,y1,x2,y2
2,0.9888381,531.5237,156.71213,632.84393,257.34525
2,0.98852557,357.94214,133.72447,462.55856,223.40533
2,0.958638,748.8722,38.401714,850.41125,172.29724
1,0.94036734,121.58226,552.977,231.4129,684.1847
1,0.9148179,847.48096,370.44427,938.28925,480.79626
2,0.90451014,815.7009,600.88513,925.4066,720.47864
2,0.87303215,579.0461,552.9579,638.90515,636.59973
2,0.8345283,191.55754,354.69492,315.7763,477.32605
2,0.7914365,435.78784,341.60602,549.66473,456.01617
1,0.7567443,270.87405,226.33961,342.91516,301.10522
