label,socre,x1,y1,x2,y2
1,0.9866349,602.83575,529.1727,660.45807,586.12036
1,0.9822467,75.9455,287.48477,146.1521,352.49365
1,0.9781714,405.19785,53.081406,461.8646,110.156876
1,0.95855236,78.5281,157.40858,132.1956,215.33018
1,0.9390601,398.83203,515.5161,466.03723,588.2744
1,0.9196551,248.40921,108.50964,330.2914,169.44864
1,0.9116269,569.3151,314.01654,621.621,367.93448
1,0.8883637,407.9366,433.6309,477.40714,495.27625
1,0.87715614,610.28033,233.23947,687.948,285.5998
1,0.8471951,821.5405,546.2486,882.04694,601.27435
1,0.82891315,578.55383,634.5687,642.51117,700.45496
1,0.8245919,231.88838,514.86426,298.2627,578.75946
1,0.81402856,221.97594,46.045303,282.09207,102.10118
