label,socre,x1,y1,x2,y2
1,0.9977442,67.45031,671.9784,140.08977,736.5835
2,0.9921806,633.2093,181.43733,691.7344,241.84654
2,0.98991966,100.70229,472.9287,173.5838,537.75555
2,0.9871797,667.3254,548.1331,735.8452,607.95026
1,0.96468574,321.766,471.21994,392.6088,535.0385
2,0.9041176,465.06958,395.538,530.1162,468.41046
2,0.9007382,777.8726,29.98483,924.7272,134.85791
2,0.87440693,867.15393,160.72594,930.171,234.05347
1,0.853751,538.8806,602.5547,611.5952,668.6161
2,0.85159546,704.62415,294.53632,779.0669,353.69766
1,0.8475534,845.2777,319.00604,907.19415,379.4246
1,0.7931725,729.9361,679.3845,801.3876,740.03937
2,0.7893798,302.94553,221.94743,369.1128,281.54584
1,0.7740473,387.10733,653.8679,447.80917,723.9467
