label,socre,x1,y1,x2,y2
2,0.99803704,232.87108,177.94193,357.55023,281.0855
2,0.9951788,472.06256,662.6915,592.86273,762.69196
2,0.98658746,684.57465,530.0143,781.61743,634.2234
2,0.9843688,307.93695,556.0321,445.56152,645.54095
2,0.9606841,353.44788,53.292683,451.58215,149.50053
2,0.94770145,512.7725,201.22844,616.6791,296.0888
2,0.91156286,463.33215,354.6579,551.6886,447.2081
2,0.90185684,583.8622,433.85355,663.0847,511.1087
2,0.8937615,814.26715,259.441,901.3911,347.21878
2,0.82373667,171.01549,370.04175,290.8402,474.5743
