label,socre,x1,y1,x2,y2
2,0.99767333,386.73984,567.7211,495.77475,692.7255
2,0.9976695,409.4492,136.62839,525.9912,247.55905
2,0.9975139,422.64282,299.70242,551.48645,434.42358
2,0.99724543,70.893105,493.06934,190.2744,604.3085
2,0.99524915,229.92935,344.4571,329.43915,425.98526
2,0.9921147,812.9289,183.64699,913.8258,264.77438
2,0.9880752,535.9188,518.65875,662.3757,638.3207
2,0.9859574,704.3536,490.82312,838.13104,587.221
2,0.9844855,232.59674,488.8499,324.16776,582.79065
2,0.98213404,595.8405,110.59628,716.58594,228.2862
2,0.9424452,824.2985,57.841385,939.7411,179.84935
2,0.8453684,812.6421,353.94574,891.4649,427.52747
