label,socre,x1,y1,x2,y2
2,0.99862623,412.13052,173.52864,520.70044,277.55582
1,0.9967482,822.2211,87.54177,938.10626,241.19942
1,0.99134034,511.93057,611.0167,617.3106,718.66583
2,0.9903576,324.08148,385.46304,429.46265,477.81488
2,0.96204686,583.8946,23.637407,709.8372,154.43954
1,0.95590967,157.25375,154.83377,275.02884,314.53067
2,0.929036,5.6179385,392.1883,96.27511,483.29993
1,0.9234207,788.0784,453.4949,883.37933,562.0677
2,0.86265606,690.2684,234.39426,798.4144,352.9847
2,0.85270196,374.3409,619.3954,492.0642,736.3075
