label,socre,x1,y1,x2,y2
2,0.9975419,280.32224,515.42096,411.31888,640.7626
1,0.99643433,15.266783,51.72692,155.5225,200.54536
2,0.99621934,474.4854,538.8924,604.26263,666.9101
2,0.9959539,632.1841,554.64716,755.5648,703.23444
1,0.99481577,248.25833,122.48344,378.4291,257.80585
2,0.9907352,680.511,355.5852,816.9439,466.22095
2,0.9721839,10.062606,271.97852,104.278595,368.05832
2,0.9705564,805.0158,112.79908,935.64954,243.94989
2,0.9492787,448.22906,335.07343,573.0096,470.72943
2,0.94706345,863.26135,488.91708,946.2845,557.941
2,0.80767924,124.29589,422.36584,257.5443,553.28375
