label,socre,x1,y1,x2,y2
2,0.9977319,91.883736,101.96361,211.48657,201.60641
2,0.99565685,778.7369,606.4979,899.1618,719.244
2,0.9938545,114.72644,373.42395,247.79958,478.94022
2,0.99069536,104.00808,637.80695,191.65347,745.4309
2,0.98557717,683.1731,78.619255,795.35156,192.93694
2,0.9839684,293.70767,8.531235,404.58243,139.03188
2,0.9783523,288.7623,204.67477,374.47046,297.36688
2,0.9610621,330.51254,383.02875,421.3337,477.80713
2,0.8635899,481.73923,271.12692,618.918,409.27148
1,0.81973916,705.63715,380.414,859.49774,528.4155
