label,socre,x1,y1,x2,y2
2,0.9983394,352.38965,594.1977,464.6138,699.2553
2,0.9945859,381.59802,349.2105,469.2561,435.84183
2,0.96624094,263.09854,404.48825,359.1472,520.37976
2,0.9410158,248.53046,137.48329,359.35968,260.12567
2,0.94077855,86.10236,110.94593,168.92525,201.56001
1,0.8677555,556.2543,430.03043,637.09436,530.36
2,0.8668953,756.3399,9.415968,853.9411,109.76928
2,0.85837764,66.76675,258.94986,170.01123,359.10837
2,0.8163608,801.95966,155.20937,947.71985,282.04315
2,0.81274146,554.73804,232.3904,656.92883,357.6098
1,0.7613595,6.6881924,635.63586,77.73536,761.4129
