label,socre,x1,y1,x2,y2
1,0.9978904,175.73714,398.78482,320.51346,569.68774
2,0.99688303,455.02457,360.24744,578.474,513.5589
1,0.99332315,64.316185,633.5502,199.32027,760.1797
2,0.991967,808.10455,322.6659,903.48456,433.55106
1,0.99001163,597.2395,254.97035,751.7969,417.29343
1,0.97848654,327.3742,196.95451,414.43887,290.6222
2,0.85751337,476.08975,612.49097,610.3039,751.336
2,0.8301654,457.92563,149.47746,577.84717,277.76816
1,0.77144516,69.71222,199.60426,176.39043,290.15778
2,0.7553261,226.49326,171.49825,312.8587,287.22104
