label,socre,x1,y1,x2,y2
2,0.99962986,456.94708,105.7431,569.798,201.14165
2,0.9989158,439.4418,588.282,550.7421,681.7571
2,0.9988476,117.8413,438.35095,217.65544,549.6444
2,0.9985025,88.613464,246.8577,206.20518,350.2481
2,0.99830616,483.51602,349.5484,588.5975,435.72568
2,0.9964025,673.3308,161.7485,781.7108,257.3528
2,0.9918013,740.5126,469.1826,818.4796,568.7287
2,0.92889005,232.73784,17.761662,336.62088,105.13256
2,0.9004921,309.03162,363.90475,409.49826,489.45197
2,0.83587575,631.4332,350.57547,731.70233,436.77707
