label,socre,x1,y1,x2,y2
2,0.9988714,166.05006,361.00113,270.8771,462.82083
2,0.9972537,517.0933,111.629425,633.1343,220.53177
2,0.9971495,340.6951,413.96704,438.6771,512.1238
2,0.996798,123.471596,476.1578,219.37025,579.3542
2,0.99434054,633.5731,520.0058,714.6116,615.133
2,0.9934536,544.15466,632.47705,635.17004,725.13635
2,0.99243927,723.77295,286.1071,820.12823,386.46124
2,0.97483194,564.02,378.32645,663.77985,494.9497
2,0.9713597,775.061,20.381016,862.00903,124.79909
2,0.9486171,473.84097,491.2535,555.14703,567.59625
2,0.89096534,396.7824,663.68524,496.77597,762.6126
2,0.88706195,437.65646,274.08026,513.9661,347.11093
2,0.7665097,239.45157,497.02448,336.6166,583.8403
