label,socre,x1,y1,x2,y2
2,0.99877614,736.3479,626.3639,874.29517,759.47614
2,0.9982901,828.8837,496.85672,957.8542,620.5519
2,0.9977004,441.58426,33.113773,573.43945,178.7039
2,0.99761117,494.9468,217.38228,628.9224,352.3831
2,0.9967193,651.0554,54.9707,790.4648,204.95724
2,0.99436355,629.09503,256.4805,747.7524,389.05878
2,0.9868994,530.1974,439.86926,672.7359,589.5417
2,0.984253,759.8343,292.1015,937.75726,461.56668
2,0.95426816,94.70464,34.881992,238.85222,158.34483
2,0.86598146,246.4524,292.59,409.33905,460.71777
