label,socre,x1,y1,x2,y2
2,0.9978282,404.3129,334.72507,513.59644,435.20755
2,0.99766684,276.6953,215.24373,382.87115,326.71207
2,0.9967589,167.89308,351.5338,276.7956,475.87747
2,0.9965848,598.3402,591.2281,704.58966,701.16693
2,0.996262,377.55182,43.979935,498.27386,169.8359
2,0.99471825,90.14675,43.931026,169.05124,133.6936
1,0.98941517,681.28,9.639686,823.3181,131.62823
2,0.96276677,745.77423,217.0457,857.308,325.01135
1,0.95643336,548.9332,404.29254,686.4236,521.8581
2,0.955647,819.48267,632.51605,944.9739,739.4416
