label,socre,x1,y1,x2,y2
2,0.9981164,336.61005,473.42755,449.5872,572.6294
2,0.998019,6.7363024,529.5797,152.81224,644.03033
2,0.9960145,563.9763,431.6869,679.6324,586.1571
2,0.9951433,266.3477,236.30879,377.13123,374.87796
2,0.9886076,134.66214,143.304,213.85979,244.39764
2,0.96623915,22.916851,263.06052,120.67711,378.44003
2,0.95988107,162.02133,313.47983,236.7012,409.47327
2,0.9448601,440.5153,629.90186,523.26385,731.73083
2,0.9380567,508.77228,156.02684,637.3381,268.07114
2,0.92695856,762.2599,405.75073,853.60175,510.8833
2,0.8812031,697.78937,135.27177,792.02094,250.62251
2,0.8032006,850.8891,125.246185,943.8982,241.89137
