label,socre,x1,y1,x2,y2
2,0.99006224,525.1374,509.92752,625.1287,628.46466
2,0.9897479,342.37497,549.91595,430.6948,663.10754
2,0.9872026,341.7439,368.9518,461.80975,499.47363
1,0.973527,637.64026,587.9418,805.4268,751.8447
1,0.96846104,777.0893,152.80145,899.5371,314.99524
2,0.91606474,431.1875,38.270683,591.777,185.3171
1,0.9141921,188.54948,29.834501,321.04938,176.65067
2,0.91137135,14.677862,223.3731,172.68993,341.3737
1,0.89776695,607.6109,7.0714893,744.42786,147.09967
2,0.86231524,22.73798,506.61853,175.66072,685.38617
