label,socre,x1,y1,x2,y2
1,0.9985164,155.56215,83.12304,310.54163,212.86246
1,0.9946207,73.99643,418.62268,218.55086,520.7011
1,0.97731996,521.59467,78.588234,698.9963,206.80794
1,0.9554797,267.84836,370.13693,417.79224,512.02527
1,0.9344808,718.2235,410.022,811.4852,514.07605
1,0.90782106,876.69147,462.10486,981.6251,561.0533
1,0.90056443,480.58643,298.35117,623.7153,427.32785
1,0.869748,611.0993,573.5852,733.108,719.02344
1,0.8131542,75.55171,230.52075,184.40804,320.89453
1,0.772048,239.81094,544.6113,400.05618,667.273
