label,socre,x1,y1,x2,y2
2,0.9984113,398.62454,633.9837,520.50824,736.73584
2,0.99718577,407.97256,441.28235,509.4572,529.7903
2,0.995531,186.96655,602.20825,288.98984,700.4064
2,0.9936645,46.92515,590.4305,124.26047,693.3273
2,0.9842046,457.09573,117.45851,562.8713,213.64742
2,0.9797686,878.7568,305.03705,971.30725,387.65875
2,0.9726548,591.6241,592.59125,685.4189,698.36316
2,0.96428484,565.5454,312.60635,646.59644,408.425
2,0.9356705,716.3372,468.55936,817.54504,589.5894
2,0.8970407,337.36832,242.8633,437.952,354.13943
2,0.8811015,647.869,141.95152,737.40656,256.031
2,0.8712808,698.41473,40.25872,802.1168,131.12257
