label,socre,x1,y1,x2,y2
1,0.9961184,853.3495,198.50713,1016.1357,310.44205
2,0.99228865,437.63715,406.78366,541.6893,498.50864
2,0.9892125,632.4805,497.00372,728.5402,604.38885
2,0.98701394,36.47934,558.389,140.9176,666.3802
2,0.971007,178.33215,327.5555,278.63156,415.19373
2,0.9515062,16.277622,236.38771,158.10909,341.70016
2,0.9359408,367.19012,214.65813,461.59787,343.4048
2,0.92906564,229.8019,591.40015,341.9571,728.65576
2,0.9247997,496.55698,107.951675,565.244,196.97227
2,0.9174167,866.6422,67.265076,965.1135,169.36763
1,0.9023617,665.71423,303.01483,775.52136,432.50473
