label,socre,x1,y1,x2,y2
2,0.9972632,824.2921,646.13635,935.41895,752.4983
2,0.99640983,302.90726,590.69684,420.53705,690.17773
2,0.99382085,562.5484,581.44916,689.10675,685.0272
2,0.99221754,793.74,117.31862,892.8326,217.75548
2,0.95120406,504.0166,96.76696,598.9502,192.5362
2,0.94750416,300.17798,360.4904,412.9693,469.46515
2,0.9273492,29.325607,568.37897,136.7682,665.0437
2,0.89142483,613.1107,172.3285,706.5579,262.9144
2,0.8895422,111.30864,295.94742,200.85005,397.16553
2,0.7628451,768.6325,454.43106,851.94745,549.51746
