label,socre,x1,y1,x2,y2
2,0.9959306,195.29506,145.53813,295.53372,231.79228
2,0.99359244,603.2037,500.66953,697.9128,586.53705
2,0.9871847,507.27573,575.51105,600.5968,663.6837
2,0.9801083,463.38364,430.1235,561.212,515.47705
2,0.9775922,347.2801,669.686,447.67413,761.2454
2,0.9624264,501.9023,287.7867,604.9389,391.43613
2,0.94210625,287.98364,544.6702,374.09406,624.95105
2,0.93192095,922.35547,62.630016,1009.45746,156.18445
2,0.9127384,846.0159,192.72221,927.9963,276.45477
2,0.77320164,664.20013,369.0174,759.04205,466.8992
