label,socre,x1,y1,x2,y2
2,0.9968843,162.00807,461.18927,250.06279,568.6973
2,0.99651223,673.57434,401.94846,780.7314,512.19293
2,0.9938187,349.63876,77.17498,421.77524,163.52435
2,0.98796463,130.41972,39.36949,202.98198,126.38074
2,0.9618323,455.3847,196.57495,547.1555,299.93137
2,0.95913386,391.0726,610.858,463.67862,690.2042
2,0.95675045,522.7146,483.87894,610.035,566.8077
2,0.9425311,304.84122,579.7573,368.9422,658.14087
2,0.9402779,175.40256,192.82516,261.8265,276.90225
2,0.92872703,675.3564,673.6942,763.84106,754.8291
2,0.88900983,539.2407,79.866135,607.7085,150.30183
