label,socre,x1,y1,x2,y2
2,0.9958599,200.91287,107.47892,293.5662,200.21877
2,0.9882188,177.47827,351.78278,263.7932,443.01804
2,0.96327585,498.08905,513.12946,578.8085,592.2105
2,0.960629,359.87292,161.0693,464.74686,269.1437
2,0.94051075,751.01,167.12961,821.0255,235.48917
2,0.93107814,75.78755,224.432,166.98637,312.9137
2,0.9285237,714.42004,317.04434,807.2107,426.46176
2,0.9165519,583.25806,215.0912,663.9929,306.69205
2,0.852431,313.79294,568.3484,392.56183,657.5264
2,0.8376876,875.2832,471.3659,984.4829,583.4657
2,0.8304315,871.3432,165.1043,962.8758,284.96106
