label,socre,x1,y1,x2,y2
2,0.99713033,326.3541,500.0831,462.3473,650.82983
2,0.99700266,707.93976,391.17047,828.3524,515.2832
2,0.993522,823.06696,537.7649,984.05994,697.71106
2,0.992088,63.683266,537.6888,196.2222,671.3854
2,0.9909244,367.49368,283.35602,491.5667,433.66956
2,0.9862153,825.70233,203.75543,963.70386,375.06897
2,0.9856046,641.941,43.211006,805.8164,202.5348
2,0.9846201,189.32596,290.83475,322.98914,436.68478
2,0.9760433,204.72311,529.7176,324.42148,665.84247
2,0.96626407,447.03195,72.2458,580.2442,218.43129
2,0.9581659,529.2927,393.5535,682.20435,544.89197
2,0.9419526,12.905363,237.39304,171.94934,401.8272
2,0.8087919,661.81055,224.60155,766.59796,346.99908
