label,socre,x1,y1,x2,y2
1,0.99586594,343.7434,23.14225,418.17615,88.701546
2,0.9850776,420.08572,161.07443,494.66275,212.79367
2,0.9772127,511.73242,554.7501,587.3737,619.9042
1,0.91182077,94.60354,228.29465,160.29192,299.98306
2,0.90905136,673.3816,209.2028,743.602,269.9331
1,0.8798681,191.46674,74.581566,249.61316,141.47325
1,0.85817814,536.02484,95.85879,611.2933,159.17996
2,0.8215436,530.9871,372.18912,599.16,436.61584
2,0.8029119,27.22389,653.5749,89.78152,719.8451
2,0.7957134,283.98596,297.5793,354.4094,358.83545
2,0.773655,416.5474,272.20624,487.99722,331.543
