label,socre,x1,y1,x2,y2
2,0.9975452,824.2241,645.8262,935.8664,752.6572
2,0.9967339,303.04303,590.6746,420.2446,689.99805
2,0.99290365,562.62634,580.98285,689.1771,684.70807
2,0.9923241,793.54944,117.0041,892.8267,217.8525
2,0.9475033,299.80383,360.5716,412.75745,469.30292
2,0.9413723,503.99814,96.70709,598.9327,193.09651
2,0.9291138,29.56775,568.6245,137.2965,665.3805
2,0.891458,111.31291,296.16913,200.5117,397.5074
2,0.88052243,613.0365,171.9598,706.1372,262.7112
2,0.76167756,768.4462,454.47632,852.10876,549.8896
