label,socre,x1,y1,x2,y2
1,0.97789097,138.17348,435.17712,213.60994,498.4698
1,0.9767695,481.64948,501.54855,530.0981,559.8238
1,0.9711936,389.80664,593.6082,449.74667,648.7973
1,0.9534558,335.34543,364.91254,389.53912,421.53696
1,0.9475959,922.1052,483.4569,981.6397,544.41223
1,0.9292437,857.0632,283.65475,915.91327,344.02713
1,0.92620957,431.60782,379.28552,491.81155,443.1073
1,0.92563856,828.6515,458.13068,889.6264,515.0946
1,0.923592,223.87393,99.313065,282.8034,164.63437
1,0.92320734,932.0356,211.4503,988.14856,265.4255
1,0.9194124,71.58436,660.82556,127.15008,705.75854
1,0.90965694,634.7022,40.0293,694.3565,91.383354
1,0.9007509,289.09598,507.29004,350.17725,560.6326
1,0.87719345,146.2048,528.32153,217.52167,584.3735
1,0.86888576,164.85344,338.67,223.97386,395.84937
1,0.8412499,17.687632,166.76889,83.26884,218.73347
1,0.78830826,820.2657,616.698,890.1407,677.07214
