label,socre,x1,y1,x2,y2
2,0.9981964,57.076424,89.67041,175.87207,183.46997
2,0.9909446,554.5771,365.41608,657.0692,470.71478
2,0.990708,403.20337,73.067154,495.50638,144.9409
2,0.9770155,323.7077,189.88692,424.16418,283.58966
2,0.9699838,236.87373,665.38226,339.35294,761.31305
1,0.9510584,587.368,48.428844,673.0379,137.04437
2,0.90848255,815.91943,440.49878,920.7893,518.87775
2,0.8905679,266.13303,44.591137,369.01138,118.4579
2,0.7898539,637.80707,266.20667,752.68884,356.84433
2,0.7888706,173.5198,588.2893,256.5471,662.01434
