label,socre,x1,y1,x2,y2
1,0.99338925,682.9504,182.24998,740.9515,242.16956
1,0.9689971,223.11058,412.3728,285.04086,466.86996
1,0.96674204,776.8918,137.50854,843.85474,216.04364
1,0.9610704,441.15088,318.1709,498.19952,380.6696
1,0.9419338,756.1647,9.267707,812.63257,72.70477
1,0.9356562,130.30115,552.97144,185.513,608.3526
1,0.9045363,635.7123,64.321106,689.3278,113.822464
1,0.89811164,57.40688,224.48288,103.2921,279.02792
1,0.841825,900.5423,683.2337,949.4815,738.7371
1,0.804473,9.736982,609.0471,62.40757,666.61566
1,0.8020409,896.32,614.2907,950.38916,674.9179
1,0.7529036,111.43026,356.2736,149.98126,400.2374
