label,socre,x1,y1,x2,y2
1,0.9954444,681.55096,383.8255,827.3842,504.42603
2,0.9912485,54.814346,236.63335,184.452,343.488
1,0.98608065,272.15555,205.132,407.16553,328.1388
2,0.9703012,610.3769,100.486534,718.65875,226.76114
1,0.9580269,393.91525,669.5325,526.48145,754.4161
2,0.95002943,477.4743,415.812,570.84607,538.6811
1,0.93682736,823.85406,611.816,970.86237,712.7462
1,0.9285248,474.77264,229.3054,607.182,351.60156
2,0.91872925,606.8949,615.4889,698.3874,702.6517
2,0.8936783,830.1385,52.432705,972.8674,180.3401
2,0.78825927,135.7294,517.4979,264.4728,616.06714
