label,socre,x1,y1,x2,y2
2,0.99523807,488.50983,263.6431,583.45337,353.56512
2,0.99332774,776.40533,145.25772,881.24677,247.4949
2,0.9926797,549.5474,643.88336,648.53796,749.9662
2,0.9917442,389.5798,312.52612,486.92935,402.7543
2,0.98825514,299.2014,170.17303,404.96518,267.16772
2,0.9869784,356.16193,608.0344,449.95035,701.60944
2,0.9848038,414.18423,439.7582,543.08496,555.7545
2,0.97123283,914.8367,569.23395,1018.36456,666.32166
2,0.9699681,205.34642,404.36316,323.79834,499.47885
2,0.96405,695.58984,296.0128,803.8694,403.5619
2,0.96170306,57.674877,246.7251,143.87418,347.55643
1,0.78281045,363.54034,13.012621,443.5308,97.35457
2,0.7501613,480.89417,127.93658,570.1457,207.72952
