label,socre,x1,y1,x2,y2
2,0.99954444,168.37099,377.87845,269.2581,486.26135
2,0.9992077,474.98276,626.1231,605.7214,731.40967
2,0.99887913,838.3898,200.2168,935.21,312.29257
2,0.99755424,454.70953,154.88147,558.47723,280.32065
2,0.9968832,679.9365,524.5341,794.9997,637.01373
2,0.99164724,631.9171,324.75824,725.34625,438.8448
2,0.98023945,778.0032,651.31635,871.04724,760.84247
2,0.9765844,411.25113,443.0766,506.9361,523.2382
2,0.96257025,87.72948,612.972,163.37907,687.5889
2,0.7701965,67.35311,284.30612,142.52794,382.5406
