label,socre,x1,y1,x2,y2
1,0.96437895,697.2583,94.66408,772.608,171.7032
1,0.9622825,104.41064,472.22336,155.10384,526.4008
1,0.94703704,690.4568,422.76724,742.80585,479.1134
1,0.94263405,700.5702,209.8158,752.98364,264.25293
1,0.8573592,245.0431,568.0943,284.01297,612.3312
1,0.8564548,516.7036,709.11444,573.35876,762.7419
1,0.8473668,559.99066,463.13516,616.0417,518.3638
1,0.84243697,58.494915,366.67572,107.23732,419.47137
1,0.8196811,679.1686,640.3674,725.8632,683.0732
1,0.8025491,645.3806,358.6069,689.1867,409.57263
1,0.7882762,159.12314,617.4816,214.60027,673.86804
1,0.78341854,506.9093,545.99524,562.5228,600.2846
1,0.7588655,44.119717,59.79562,93.52986,110.49517
