label,socre,x1,y1,x2,y2
2,0.9980646,431.57788,163.24965,559.7718,297.95093
2,0.9961557,790.1045,535.74054,885.40045,630.5231
2,0.99605393,422.28107,517.05444,514.83093,610.9555
2,0.99598074,273.05304,617.65955,378.26392,728.86414
2,0.99450433,282.85062,339.08652,391.22028,444.36682
2,0.9942715,617.83167,255.11996,711.3085,339.89404
2,0.9866859,835.18506,157.398,925.8466,244.20126
2,0.9559289,696.6428,97.272095,792.6944,188.50731
2,0.9272591,582.99304,509.93442,685.3229,637.5121
2,0.8003439,552.4159,362.1271,646.0818,446.63928
