label,socre,x1,y1,x2,y2
2,0.99836665,212.74185,312.47586,264.4304,376.6182
2,0.9963347,728.29816,112.1122,780.2429,171.79974
2,0.99028826,730.6103,355.67575,776.5749,421.68512
2,0.9820201,347.0494,498.98166,398.84952,565.5273
2,0.98130405,289.42136,192.22946,346.58282,264.92294
2,0.97389233,72.01938,497.65775,150.88707,542.3758
2,0.9619277,812.2268,296.56042,879.0485,372.58447
2,0.9411365,356.341,429.73495,417.24515,469.52475
2,0.8770911,345.0805,286.29706,438.29074,384.02258
2,0.79671806,675.7748,280.42987,720.4066,340.08444
