label,socre,x1,y1,x2,y2
2,0.99836963,302.0449,236.83458,395.90787,343.1913
2,0.99819154,808.5313,249.5695,922.7528,359.5837
2,0.99664646,649.60315,129.08815,763.603,227.80244
2,0.9930442,28.376972,204.21925,127.744194,308.57883
2,0.99286675,592.03845,592.4911,694.5984,679.4805
2,0.99165547,430.10574,459.16104,548.4281,592.8886
2,0.9908111,439.5609,184.19392,537.9458,270.74216
2,0.9857233,146.76836,560.7242,237.34181,646.9327
2,0.9849738,590.3956,17.65745,678.8181,97.50996
2,0.9822651,734.3869,532.49054,844.19836,627.6013
2,0.9796408,243.7182,415.21878,352.2748,566.6938
2,0.9445836,192.04964,80.58773,281.62482,166.16208
2,0.9185517,34.730854,7.4455185,108.20271,75.77377
2,0.8941691,148.84477,329.56503,243.6578,449.06113
2,0.88950926,162.60214,169.59325,255.96191,245.06068
