label,socre,x1,y1,x2,y2
2,0.99670464,374.19656,202.77147,489.53256,309.328
2,0.99553204,354.26138,447.8246,495.66025,551.1501
2,0.9862876,530.13916,542.13025,637.5055,659.4705
2,0.98573685,568.7532,363.8123,696.42017,498.00824
2,0.9676317,73.34583,62.66651,185.6699,171.06744
2,0.96497416,728.5053,562.7446,846.4387,675.4008
2,0.96101594,167.49454,423.74878,300.5814,554.37494
2,0.9383248,560.2091,164.40683,677.185,312.93176
2,0.8553192,188.6146,105.74245,325.86273,230.35863
2,0.79329175,159.53189,284.7225,265.5143,380.94888
