label,socre,x1,y1,x2,y2
2,0.99874425,484.76572,243.83723,579.6213,333.57568
2,0.9967064,636.81195,165.80116,713.37915,258.62396
2,0.99611855,259.88867,310.4892,340.46417,394.50778
2,0.9926967,764.2905,116.49613,854.4863,222.0049
2,0.9920557,177.48706,42.870026,257.75134,133.96112
2,0.9886485,662.96484,380.71085,743.60333,475.30554
2,0.9850235,498.62976,559.12854,572.831,631.9976
2,0.9826057,106.264656,194.35452,193.38594,266.21878
2,0.9619455,365.9313,261.05438,426.4775,335.00928
2,0.9347998,768.1666,272.6969,849.6766,342.00925
2,0.91284,923.2703,239.53337,997.82904,322.86887
2,0.786369,86.33006,585.5537,188.12978,661.1094
