label,socre,x1,y1,x2,y2
2,0.99818474,408.14893,535.13947,551.58685,673.5193
2,0.9974567,45.99328,371.5057,172.45312,524.16626
2,0.99690044,348.24338,220.21912,479.30746,372.08292
2,0.9963781,784.8202,300.3147,909.01025,427.27747
2,0.9937395,528.60974,352.46692,651.1782,479.67026
2,0.99278826,118.32768,52.09177,252.31136,180.09512
2,0.99008864,187.64355,211.89917,328.6224,331.7324
2,0.9516055,614.36676,13.824081,775.05835,175.97787
2,0.9424911,676.57245,500.20264,844.3751,646.9131
2,0.92477965,668.13153,302.09897,747.8679,402.98135
2,0.8648325,291.54767,398.44162,411.28793,527.0978
