label,socre,x1,y1,x2,y2
2,0.99833775,40.302567,447.15842,145.08644,563.02045
2,0.99817395,609.51666,351.56256,732.39166,456.19998
2,0.99773324,814.3972,222.78035,918.7776,323.35083
2,0.99749136,64.94221,68.41713,176.25746,174.15378
2,0.9971163,319.4096,390.03162,423.66705,498.7111
2,0.99630284,343.99786,122.29506,469.1552,244.19357
2,0.98878354,310.7941,627.76135,431.1155,736.7195
2,0.98066837,567.57074,175.52135,676.1756,273.14343
2,0.9087057,780.05676,374.5338,877.5672,492.9908
2,0.87791437,575.0095,540.10925,686.7309,654.18756
