label,socre,x1,y1,x2,y2
2,0.9983027,131.02213,268.7375,250.55556,372.19504
2,0.99503976,449.47934,153.66052,549.5355,256.70273
2,0.99399984,48.51476,450.6966,142.33282,526.4101
2,0.9915392,49.80273,618.35077,147.72426,716.83936
2,0.9851747,525.9802,259.36893,629.2712,364.84634
2,0.9759887,260.27386,194.79366,343.69037,296.1879
2,0.9623466,696.0993,420.42493,776.59625,505.77158
2,0.95908225,234.8372,624.01636,362.21722,750.8255
2,0.9487358,148.93843,504.99545,238.81664,584.44763
2,0.9017348,332.9867,342.09155,449.97614,436.24847
2,0.8977972,304.12027,76.84128,374.45425,141.06725
2,0.8700186,251.84811,451.29498,325.55673,531.40326
