label,socre,x1,y1,x2,y2
2,0.99906355,300.2502,151.29266,406.55038,251.6622
2,0.9929837,156.12798,608.0748,256.03024,703.29236
2,0.99054,428.728,619.20776,519.95734,725.02655
2,0.99043864,572.7455,201.69347,648.70856,274.07834
2,0.9825927,205.87927,85.55517,277.68546,147.86662
2,0.97230136,405.325,430.95648,494.52292,508.42105
2,0.9667885,64.708824,474.8616,161.70537,561.9236
2,0.9659989,178.71306,394.80658,265.70773,467.46838
2,0.95822483,615.66156,89.70447,702.3848,165.42854
2,0.93835056,544.5935,625.88007,620.72943,704.3958
2,0.82609814,178.24886,484.9409,256.57315,544.34686
2,0.8052042,82.569984,133.2426,168.6501,207.21983
