label,socre,x1,y1,x2,y2
2,0.9880762,330.065,389.93793,385.69974,445.30124
2,0.96949714,153.98328,137.65076,217.56567,195.33282
2,0.95667654,470.0173,343.93195,527.79663,398.99478
2,0.92713255,602.73566,533.0355,666.81714,603.75116
2,0.9164918,689.87244,477.7115,747.94336,551.3013
2,0.9128691,837.82574,367.20953,914.75494,447.72363
1,0.89836335,296.47455,548.3226,361.99377,622.7404
2,0.8896589,714.8801,622.52765,788.6512,709.3494
2,0.87709385,588.0397,160.08183,655.49805,230.14465
2,0.8229792,871.3276,218.89255,941.86383,303.78668
2,0.7763902,627.10956,46.597008,695.4175,99.42155
2,0.76684165,834.87933,577.68646,914.7784,643.7704
1,0.7644626,495.6365,523.1657,555.6794,591.8396
