label,socre,x1,y1,x2,y2
2,0.99904424,564.56964,646.87555,653.7418,744.42114
2,0.9983639,562.24927,164.93874,677.23975,249.94072
2,0.9948317,221.96342,284.24823,299.45883,364.05203
2,0.981895,366.0931,366.29648,455.00552,442.25183
2,0.97996795,93.87435,367.8307,179.2452,445.12534
2,0.9748233,374.08286,214.58215,454.96982,297.00073
2,0.9693387,130.21971,634.5008,229.11134,729.43805
2,0.95862216,674.33887,584.5371,737.5794,645.0553
2,0.9452476,35.669025,97.19111,109.5416,175.38681
2,0.894128,173.33144,467.70148,262.8685,599.85724
2,0.84777594,557.6497,545.47736,638.26465,613.06384
2,0.8251215,390.7397,617.9755,496.1372,710.0859
