label,socre,x1,y1,x2,y2
2,0.99839884,500.22284,272.23605,613.211,397.18137
2,0.997538,142.99062,183.54529,251.3203,276.36475
2,0.9947054,490.0627,522.7408,598.73395,605.06006
2,0.9945089,764.58374,235.6878,874.81885,348.16644
2,0.9924274,709.8996,515.53314,793.93805,603.91327
2,0.99199647,207.02617,483.47244,299.566,577.05414
2,0.98832464,232.60063,81.76343,330.12604,174.4714
2,0.98564607,844.52057,410.687,944.039,509.45438
2,0.9817368,659.15466,50.190926,747.7626,134.81833
2,0.97983277,222.37341,647.18384,320.7645,728.1697
2,0.94523406,30.721582,67.77313,122.687485,168.77994
2,0.94253653,216.07639,376.59586,301.39902,453.28482
2,0.9100371,373.69244,215.52705,449.90762,288.20453
