label,socre,x1,y1,x2,y2
2,0.9973636,371.5732,123.78196,491.76315,268.72583
2,0.9968033,643.00165,381.67194,765.19244,505.63416
2,0.9966371,65.777176,440.28134,201.60269,560.49207
2,0.99322045,228.60364,519.96783,322.19812,620.8781
2,0.9833335,845.72534,70.8775,983.46747,193.03354
2,0.9743111,615.5963,563.9399,731.00287,689.8547
2,0.97105587,449.30804,576.0921,568.9035,682.32855
2,0.9243038,372.27048,383.0163,532.0036,502.16782
2,0.8996901,608.94354,189.15512,742.48303,314.14838
2,0.8529972,172.40886,158.54416,308.7838,297.73026
