label,socre,x1,y1,x2,y2
1,0.9939605,541.5418,617.5805,604.79675,686.2756
1,0.9932414,437.4297,671.6396,502.76178,733.51654
1,0.9927336,737.1143,587.1179,798.18353,648.6478
1,0.9910104,116.818825,625.6426,192.351,698.26746
1,0.98595536,153.30438,353.8513,208.4837,410.41592
1,0.984749,670.3593,260.75046,734.35144,324.33237
1,0.9829108,391.59637,575.38666,460.22983,646.5819
1,0.96272147,626.6775,600.784,683.9106,658.85016
1,0.94110394,453.5437,57.29434,513.6446,106.83726
1,0.938286,182.64467,9.302446,250.24115,68.87148
1,0.92761385,630.2257,166.9679,681.22845,228.25136
1,0.8943981,585.20337,62.691635,646.14185,119.778496
1,0.76170546,323.52142,654.0587,380.69543,713.9274
1,0.7525953,761.3718,204.3018,820.5826,251.70624
