label,socre,x1,y1,x2,y2
1,0.9943673,448.54092,495.62354,513.6459,558.2
1,0.9926317,530.0661,141.70312,599.06805,209.08865
1,0.9911203,312.44174,559.50464,366.62766,615.6045
1,0.9871753,96.52831,380.52277,170.82036,442.24936
1,0.98100615,907.0049,141.6381,974.4298,197.48628
1,0.9756541,550.5445,468.3143,613.4127,535.9503
1,0.969944,251.60219,36.827847,316.64166,105.671875
1,0.9443986,133.1879,231.04659,204.07037,301.44977
1,0.94075334,472.20102,625.6559,541.67786,700.5119
1,0.92105865,337.21375,234.39769,404.31586,300.11942
1,0.8613369,297.85568,384.12152,360.45483,443.5682
1,0.8554869,894.68555,46.355904,953.10065,97.64613
2,0.8256683,645.957,302.98608,706.5285,361.2401
1,0.8198078,801.42926,127.46335,869.0574,182.10059
1,0.7709953,571.0985,619.8159,629.14703,680.1724
1,0.7693643,721.8077,172.88165,780.04443,243.26633
